SynerJ-59 +2
 0.99985     0.00000
 0.99656     0.00048
 0.99031     0.00141
 0.98280     0.00253
 0.97463     0.00371
 0.96625     0.00490
 0.95778     0.00609
 0.94926     0.00726
 0.94067     0.00844
 0.93211     0.00959
 0.92355     0.01072
 0.91495     0.01185
 0.90637     0.01296
 0.89777     0.01405
 0.88915     0.01513
 0.88057     0.01620
 0.87199     0.01726
 0.86339     0.01829
 0.85479     0.01931
 0.84619     0.02033
 0.83758     0.02133
 0.82897     0.02231
 0.82035     0.02328
 0.81174     0.02425
 0.80312     0.02520
 0.79450     0.02613
 0.78588     0.02706
 0.77725     0.02797
 0.76862     0.02888
 0.75998     0.02978
 0.75134     0.03067
 0.74271     0.03156
 0.73410     0.03242
 0.72549     0.03328
 0.71691     0.03414
 0.70847     0.03500
 0.70442     0.03541
 0.70133     0.03571
 0.69921     0.03591
 0.69084     0.03667
 0.68233     0.03747
 0.67374     0.03829
 0.66514     0.03910
 0.65654     0.03990
 0.64790     0.04069
 0.63923     0.04147
 0.63058     0.04225
 0.62195     0.04301
 0.61332     0.04377
 0.60468     0.04451
 0.59604     0.04524
 0.58738     0.04596
 0.57873     0.04667
 0.57009     0.04738
 0.56144     0.04807
 0.55279     0.04875
 0.54415     0.04942
 0.53550     0.05008
 0.52686     0.05074
 0.51823     0.05137
 0.50959     0.05199
 0.50094     0.05260
 0.49231     0.05319
 0.48367     0.05378
 0.47505     0.05434
 0.46641     0.05489
 0.45778     0.05543
 0.44915     0.05595
 0.44052     0.05645
 0.43190     0.05694
 0.42328     0.05741
 0.41467     0.05785
 0.40604     0.05828
 0.39743     0.05870
 0.38882     0.05908
 0.38021     0.05945
 0.37160     0.05979
 0.36300     0.06011
 0.35439     0.06041
 0.34580     0.06069
 0.33721     0.06093
 0.32862     0.06115
 0.32002     0.06135
 0.31145     0.06151
 0.30287     0.06165
 0.29431     0.06175
 0.28573     0.06182
 0.27718     0.06186
 0.26862     0.06187
 0.26008     0.06184
 0.25154     0.06177
 0.24302     0.06166
 0.23449     0.06152
 0.22598     0.06132
 0.21750     0.06108
 0.20901     0.06079
 0.20053     0.06047
 0.19209     0.06008
 0.18365     0.05963
 0.17524     0.05913
 0.16686     0.05857
 0.15850     0.05794
 0.15018     0.05725
 0.14189     0.05647
 0.13363     0.05562
 0.12541     0.05467
 0.11724     0.05364
 0.10911     0.05252
 0.10104     0.05130
 0.09304     0.04997
 0.08514     0.04852
 0.07731     0.04695
 0.06959     0.04526
 0.06202     0.04341
 0.05459     0.04143
 0.04738     0.03930
 0.04041     0.03701
 0.03375     0.03456
 0.02753     0.03200
 0.02188     0.02937
 0.01696     0.02677
 0.01289     0.02432
 0.00966     0.02211
 0.00716     0.02016
 0.00523     0.01845
 0.00374     0.01693
 0.00257     0.01556
 0.00167     0.01432
 0.00098     0.01318
 0.00048     0.01211
 0.00016     0.01110
 0.00000     0.01015
 0.00002     0.00923
 0.00025     0.00832
 0.00075     0.00744
 0.00151     0.00663
 0.00250     0.00590
 0.00374     0.00520
