SynerJ-90
 1.00000     0.00000
 0.99664     0.00037
 0.99040     0.00113
 0.98291     0.00205
 0.97470     0.00306
 0.96620     0.00409
 0.95759     0.00513
 0.94894     0.00616
 0.94028     0.00718
 0.93163     0.00820
 0.92296     0.00919
 0.91424     0.01019
 0.90556     0.01117
 0.89688     0.01214
 0.88818     0.01309
 0.87948     0.01404
 0.87079     0.01497
 0.86210     0.01588
 0.85340     0.01679
 0.84470     0.01768
 0.83601     0.01856
 0.82732     0.01942
 0.81862     0.02028
 0.80992     0.02112
 0.80122     0.02195
 0.79253     0.02277
 0.78383     0.02357
 0.77514     0.02436
 0.76644     0.02514
 0.75773     0.02589
 0.74903     0.02665
 0.74036     0.02738
 0.73170     0.02810
 0.72302     0.02880
 0.71442     0.02951
 0.70594     0.03024
 0.69749     0.03105
 0.68898     0.03195
 0.68037     0.03289
 0.67173     0.03383
 0.66310     0.03475
 0.65443     0.03564
 0.64572     0.03653
 0.63702     0.03742
 0.62834     0.03828
 0.61968     0.03913
 0.61100     0.03996
 0.60230     0.04079
 0.59360     0.04159
 0.58491     0.04239
 0.57624     0.04316
 0.56757     0.04392
 0.55887     0.04466
 0.55017     0.04538
 0.54147     0.04610
 0.53280     0.04680
 0.52412     0.04747
 0.51544     0.04812
 0.50675     0.04876
 0.49805     0.04939
 0.48937     0.05000
 0.48069     0.05059
 0.47201     0.05115
 0.46332     0.05170
 0.45463     0.05223
 0.44595     0.05274
 0.43727     0.05322
 0.42861     0.05368
 0.41992     0.05412
 0.41124     0.05454
 0.40256     0.05493
 0.39390     0.05531
 0.38524     0.05566
 0.37658     0.05597
 0.36791     0.05626
 0.35924     0.05653
 0.35059     0.05677
 0.34196     0.05698
 0.33331     0.05715
 0.32467     0.05730
 0.31602     0.05741
 0.30739     0.05749
 0.29879     0.05754
 0.29017     0.05754
 0.28156     0.05751
 0.27294     0.05744
 0.26436     0.05734
 0.25578     0.05719
 0.24721     0.05700
 0.23864     0.05675
 0.23008     0.05647
 0.22156     0.05614
 0.21304     0.05575
 0.20453     0.05531
 0.19604     0.05481
 0.18757     0.05426
 0.17913     0.05364
 0.17071     0.05295
 0.16231     0.05220
 0.15394     0.05138
 0.14562     0.05047
 0.13733     0.04949
 0.12907     0.04842
 0.12087     0.04725
 0.11272     0.04600
 0.10462     0.04464
 0.09658     0.04318
 0.08863     0.04160
 0.08077     0.03990
 0.07300     0.03808
 0.06539     0.03612
 0.05791     0.03402
 0.05062     0.03178
 0.04359     0.02939
 0.03685     0.02686
 0.03053     0.02422
 0.02475     0.02151
 0.01963     0.01881
 0.01529     0.01624
 0.01174     0.01386
 0.00893     0.01174
 0.00672     0.00986
 0.00498     0.00818
 0.00361     0.00668
 0.00252     0.00532
 0.00167     0.00408
 0.00100     0.00293
 0.00051     0.00185
 0.00018     0.00083
 0.00000    -0.00013
 0.00000    -0.00106
 0.00021    -0.00199
 0.00069    -0.00288
 0.00143    -0.00370
 0.00239    -0.00445
 0.00357    -0.00517
 0.00498    -0.00588
 0.00668    -0.00663
 0.00876    -0.00740
 0.01136    -0.00823
 0.01468    -0.00914
 0.01891    -0.01013
 0.02421    -0.01119
 0.03060    -0.01226
 0.03774    -0.01327
 0.04542    -0.01420
 0.05341    -0.01502
 0.06155    -0.01574
 0.06986    -0.01637
 0.07822    -0.01692
 0.08662    -0.01740
 0.09512    -0.01781
 0.10364    -0.01818
 0.11216    -0.01849
 0.12073    -0.01874
 0.12934    -0.01897
 0.13794    -0.01915
 0.14655    -0.01930
 0.15519    -0.01940
 0.16386    -0.01948
 0.17252    -0.01954
 0.18116    -0.01957
 0.18983    -0.01957
 0.19854    -0.01954
 0.20724    -0.01950
 0.21591    -0.01944
 0.22460    -0.01935
 0.23332    -0.01924
 0.24206    -0.01912
 0.25078    -0.01899
 0.25947    -0.01883
 0.26819    -0.01866
 0.27693    -0.01847
 0.28569    -0.01828
 0.29442    -0.01807
 0.30314    -0.01786
 0.31188    -0.01763
 0.32064    -0.01738
 0.32941    -0.01713
 0.33816    -0.01687
 0.34690    -0.01660
 0.35564    -0.01632
 0.36441    -0.01603
 0.37319    -0.01573
 0.38196    -0.01544
 0.39073    -0.01514
 0.39948    -0.01482
 0.40824    -0.01450
 0.41702    -0.01418
 0.42579    -0.01385
 0.43457    -0.01353
 0.44334    -0.01319
 0.45210    -0.01286
 0.46087    -0.01251
 0.46964    -0.01216
 0.47841    -0.01182
 0.48719    -0.01148
 0.49595    -0.01114
 0.50472    -0.01078
 0.51349    -0.01043
 0.52225    -0.01008
 0.53103    -0.00974
 0.53979    -0.00940
 0.54854    -0.00905
 0.55729    -0.00870
 0.56605    -0.00834
 0.57483    -0.00798
 0.58361    -0.00762
 0.59240    -0.00727
 0.60117    -0.00691
 0.60995    -0.00655
 0.61873    -0.00619
 0.62750    -0.00583
 0.63628    -0.00547
 0.64506    -0.00512
 0.65384    -0.00477
 0.66262    -0.00441
 0.67139    -0.00406
 0.68015    -0.00372
 0.68893    -0.00338
 0.69772    -0.00306
 0.70649    -0.00272
 0.71525    -0.00239
 0.72400    -0.00208
 0.73277    -0.00177
 0.74154    -0.00147
 0.75031    -0.00117
 0.75906    -0.00088
 0.76780    -0.00060
 0.77656    -0.00034
 0.78533    -0.00008
 0.79409     0.00019
 0.80281     0.00044
 0.81154     0.00067
 0.82029     0.00088
 0.82905     0.00109
 0.83777     0.00128
 0.84647     0.00146
 0.85520     0.00161
 0.86397     0.00175
 0.87269     0.00187
 0.88137     0.00198
 0.89005     0.00206
 0.89877     0.00211
 0.90744     0.00215
 0.91606     0.00216
 0.92472     0.00213
 0.93337     0.00207
 0.94194     0.00198
 0.95052     0.00183
 0.95904     0.00166
 0.96746     0.00141
 0.97573     0.00112
 0.98359     0.00077
 0.99077     0.00036
 0.99672    -0.00008
 1.00000    -0.00045
